Name,id,gw1,gw2,gw3,gw4,gw5,gw6,gw7,gw8,gw9,gw10,gw11,gw12,gw13,gw14,gw15,gw16,gw17,gw18,gw19,gw20,gw21,gw22,gw23,gw24,gw25,gw26,gw27,gw28,gw29,gw30,gw31,gw32,gw33,gw34,gw35,gw36,gw37,gw38,gw39,gw40,gw41,gw42,gw43,gw44,gw45,gw46,gw47,gw48,gw49
Moussa Sissoko,385,1,0,0,2,2,3,2,3,2,3,3,3,2,2,1,0,1,2,0,0,2,2,0,1,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,1
Toby Alderweireld,386,2,0,0,0,1,8,2,7,6,0,6,2,1,-1,0,0,13,0,0,0,1,1,6,0,0,12,2,1,0,0,0,3,0,6,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0
Erik Lamela,387,0,4,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,1,0,2,1,3,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Kane,388,2,21,5,16,16,5,6,9,4,2,12,9,2,2,2,0,12,8,9,1,0,0,8,2,2,8,19,2,7,13,2,12,0,2,2,8,2,10,0,0,1,2,2,2,2,12,2,2,2
Serge Aurier,389,0,0,0,12,1,0,0,0,6,6,7,2,1,1,0,0,0,2,8,1,0,2,6,0,0,6,0,0,0,0,1,3,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heung-Min Son,390,2,24,1,18,13,11,2,3,10,3,13,5,9,2,3,0,13,2,5,2,2,2,10,2,2,14,5,1,0,1,7,12,0,12,7,3,2,5,10,3,10,0,2,7,10,9,2,2,3
Eric Dier,391,2,1,2,2,0,6,2,6,7,6,6,2,1,0,2,0,6,2,2,1,0,2,0,0,1,0,0,0,0,0,1,3,0,6,1,6,1,0,7,6,7,1,1,1,3,-1,2,1,8
Lucas Rodrigues Moura da Silva,392,2,2,9,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,6,1,8,9,2,5,9,2,5,6,0,0,0,0,0,1,2,3,1,1,0,2,2,2,2,1,3
Paulo Gazzaniga,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bamidele Alli,394,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,7,0,1,0,0,0,1,0,3,5,3,2,2,3,9,2,2,2,1,0,0,0,1,0
Pierre-Emile Højbjerg,396,1,2,2,5,2,3,2,3,3,3,3,2,1,2,2,0,2,1,5,7,2,1,9,2,1,6,2,2,3,2,2,3,0,2,2,14,1,2,3,2,3,2,2,2,10,5,2,2,3
Harry Winks,397,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0
Davinson Sánchez,398,0,1,2,2,-1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,6,1,1,15,2,0,6,1,0,0,0,0,0,0,0,1,5,8,6,0,1,1,0,0,0,0,0
Ryan Sessegnon,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Bergwijn,400,1,1,1,0,3,0,0,0,3,2,3,2,2,0,1,0,6,0,5,4,2,2,1,0,0,0,0,0,1,0,0,1,0,4,0,0,9,1,6,3,6,0,0,0,0,0,1,1,0
Gedson Carvalho Fernandes,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japhet Tanganga,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,5,1,0,6,5,6,-3,0,0,0,0,0,0,0
Giovani Lo Celso,403,0,0,3,0,0,1,1,1,6,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,3,2,3,0,0,1,1,0,0,2,0,1,0,1,2,1
Oliver Skipp,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,0,1,2,2,2,2
Tanguy Ndombele,405,1,0,1,7,3,3,1,3,6,3,0,3,0,1,11,0,3,2,9,2,2,2,3,2,2,6,0,2,3,7,2,6,0,0,1,1,1,0,0,0,0,0,2,2,2,7,2,1,0
Juan Foyth,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Doherty,457,2,0,2,0,0,6,2,12,0,0,0,0,0,0,2,0,3,0,0,1,0,0,1,0,1,8,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Joe Hart,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Carter-Vickers,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Reguilón,542,0,0,0,2,4,0,4,6,6,5,6,2,1,1,6,0,0,8,2,0,0,0,0,0,0,10,2,0,1,1,1,6,0,6,0,6,2,1,7,6,9,1,1,4,2,4,2,0,5
Gareth Bale,543,0,0,0,0,1,0,9,3,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,4,21,14,1,0,1,1,9,0,21,2,7,1,13,0,0,0,0,0,0,0,0,0,0,0
Carlos Vinicius Alves Morais,564,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Rodon,584,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,8,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Alfie Devine,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dane Scarlett,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nile John,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ainsley Maitland-Niles,15,6,0,1,1,0,0,1,0,1,0,0,1,2,5,0,1,1,6,0,0,0,0,1,1,6,8,6,2,0,1,6,1,5,1,0,1,2,1,0,0,1,3,1,1,1,0,1,0,3
David Button,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Robinson,358,1,2,13,1,1,4,1,2,1,2,1,1,0,1,2,2,2,0,11,1,1,2,0,0,0,0,0,0,0,11,8,1,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Kieran Gibbs,407,1,-4,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hal Robson-Kanu,408,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,1,0,0,1,1,0,0,0,6,2,8,0,0,0,0,0,0,0,0,0,0,0
Jake Livermore,409,2,2,2,1,2,0,1,2,0,0,0,0,2,-2,0,0,0,0,4,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Grosicki,410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Phillips,411,0,1,1,0,0,1,1,1,0,1,2,6,2,2,2,1,2,0,0,1,1,9,1,1,1,5,3,2,0,2,8,2,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
Kyle Bartley,412,1,0,7,1,0,0,0,1,2,6,0,0,0,0,0,0,1,0,5,1,6,1,1,1,6,17,6,2,0,1,6,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Romaine Sawyers,413,2,2,2,2,1,0,0,0,2,3,1,2,2,2,2,0,2,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed El-Sayed Hegazy,414,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Austin,415,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth Zohore,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Johnstone,417,2,0,3,3,9,5,1,3,4,11,0,2,4,3,2,0,2,0,2,0,2,2,2,4,7,12,8,3,0,5,15,2,6,7,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0
Conor Townsend,418,0,0,1,1,7,4,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,8,9,2,0,1,6,1,1,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Oluwasemilogo Adesewo Ibidapo Ajayi,419,0,0,1,1,0,2,1,2,2,7,0,0,5,1,9,0,0,0,7,0,1,1,1,2,-2,0,0,0,0,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Jonathan Leko,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Edwards,421,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darnell Furlong,422,2,0,3,0,7,2,1,2,2,6,1,7,2,1,2,0,0,0,2,0,1,0,0,1,6,7,6,1,0,4,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Sam Field,423,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dara O'Shea,425,1,0,1,1,0,0,0,2,0,0,1,1,2,1,1,0,0,0,2,-1,1,1,0,0,1,8,6,2,0,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rekeem Harper,426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Snodgrass,428,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grady Diangana,446,2,7,2,2,3,2,2,1,2,0,1,0,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
Matheus Pereira,481,2,10,5,2,3,2,1,0,2,2,-2,0,0,0,4,1,2,0,24,2,13,1,1,2,3,5,3,2,0,21,9,2,10,2,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0
Cedric Kipre,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branislav Ivanovic,530,0,0,0,0,6,2,1,0,2,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor Gallagher,544,0,0,0,0,3,2,1,2,1,10,7,2,1,2,2,2,1,0,1,0,2,1,1,4,3,8,3,2,0,0,1,0,1,2,1,2,2,1,0,3,15,8,2,4,2,2,2,13,11
Filip Krovinovic,555,0,0,0,1,3,2,2,2,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karlan Grant,582,0,0,0,0,2,9,2,2,2,2,2,1,2,1,2,2,0,0,0,2,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Lee Peltier,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheikh Diaby,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Lonergan,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mbaye Diagne,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,5,2,4,2,2,0,9,5,2,5,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Okay Yokuslu,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,3,2,0,2,6,1,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0
Caleb Taylor,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Gardner-Hickman,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toby King,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Iroegbunam,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Lingard,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,6,10,5,5,0,12,12,14,7,2,2,1,2,7,3,0,1,0,6,7,0,0,1,0,1,0
Mark Noble,427,2,0,1,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,1,1,0,1,1,1,0,0,2,1,2,2,2,2,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0
David Martin,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren Randolph,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Lukasz Fabianski,431,1,1,7,6,2,7,2,15,9,3,2,3,2,2,1,8,0,0,8,1,1,2,6,7,3,0,6,3,2,2,1,2,3,2,2,2,0,9,1,2,1,6,3,3,2,6,9,2,2
Angelo Ogbonna,432,1,1,6,6,0,2,1,5,6,9,1,11,2,1,1,6,7,0,7,1,1,2,5,0,0,0,0,0,0,0,0,1,2,0,0,2,7,6,1,2,1,9,1,2,1,15,5,2,1
Roberto Jimenez Gago,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Wilshere,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Cresswell,435,1,1,7,15,5,2,1,6,7,2,1,5,2,1,4,6,11,0,10,5,4,1,9,12,2,1,12,2,0,1,0,0,0,2,1,3,5,6,7,2,5,8,1,2,1,7,12,2,1
Andriy Yarmolenko,436,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,2,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0
Michail Antonio,437,2,6,2,8,1,8,0,0,0,1,0,0,0,0,0,1,1,0,18,5,2,8,2,0,7,6,2,2,7,1,0,0,0,13,2,2,9,2,13,16,11,-1,0,8,2,1,7,2,2
Ryan Fredericks,438,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,1,2,1,7,0,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Manuel Lanzini,439,0,0,0,0,5,0,1,1,1,0,1,0,1,0,4,1,1,0,3,0,0,0,0,3,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,0,0,1,1,4,0
Felipe Anderson Pereira Gomes,440,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sébastien Haller,441,1,1,5,1,0,1,2,2,9,1,2,2,7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Masuaku,442,0,1,12,6,0,2,1,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fabián Balbuena,443,0,0,6,6,7,1,1,6,6,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Hugill,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod Bowen,445,2,2,15,8,2,2,2,3,3,13,2,5,2,2,1,1,3,0,10,5,2,1,1,3,2,1,1,2,8,6,12,5,2,1,1,3,1,6,2,2,2,3,5,5,7,6,3,11,9
Albian Ajeti,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declan Rice,448,2,2,3,3,2,2,1,3,3,2,5,2,2,2,2,3,3,0,5,2,1,2,3,10,2,2,3,2,2,0,0,0,0,0,0,2,0,8,2,6,1,2,2,6,1,3,3,13,2
Tomas Soucek,449,2,2,6,3,1,2,2,9,3,2,8,9,2,2,10,3,11,0,4,15,1,9,0,3,1,2,3,2,5,1,4,2,2,2,1,2,8,3,8,2,2,3,2,2,8,3,2,2,1
Pablo Fornals,450,2,2,9,12,2,2,10,3,6,1,2,2,1,2,0,3,3,0,9,2,2,1,0,0,4,2,3,0,0,7,2,2,2,2,2,2,2,19,5,8,7,3,2,1,2,2,3,6,12
Issa Diop,451,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,1,1,6,2,1,0,1,5,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ben Johnson,452,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,1,0,6,1,0,1,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7,6,8,1
Vladimir Coufal,558,0,0,0,5,4,7,1,8,6,2,1,2,8,1,1,0,6,0,12,1,1,2,6,6,2,1,6,2,0,4,4,4,2,7,2,2,2,10,1,5,1,6,1,2,1,0,0,1,1
Craig Dawson,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,9,7,2,6,6,2,1,13,0,-1,0,1,-3,0,1,2,2,1,6,1,2,1,6,0,1,0,1,1,0,1
Saïd Benrahma,587,0,0,0,0,0,0,1,4,0,4,1,2,2,1,0,1,3,0,5,2,2,5,1,4,1,1,3,1,2,1,1,1,1,7,2,8,5,1,12,12,2,3,10,3,2,3,3,5,2
Frederik Alves,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ademipo Odubeko,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor Coventry,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Baptiste,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Trott,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Ruddy,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
João Filipe Iria Santos Moutinho,454,3,2,2,1,2,1,1,0,2,2,1,-1,0,2,2,2,2,2,2,1,2,9,3,2,3,8,3,2,0,0,1,3,0,0,2,2,2,2,2,2,2,4,2,3,2,2,2,2,1
Rui Pedro dos Santos Patrício,455,6,3,1,6,6,2,6,10,2,2,1,2,2,1,2,1,1,1,1,9,2,2,8,2,11,5,6,3,0,2,9,6,1,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Bennett,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy Boly,458,6,1,0,8,6,2,6,2,2,1,0,0,2,0,0,0,0,0,12,6,2,2,0,0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Conor Coady,459,8,1,-1,6,6,2,6,2,0,1,0,2,2,1,1,2,1,1,1,6,1,2,6,2,6,9,9,2,0,1,6,7,0,2,1,1,2,1,2,2,2,6,0,6,2,7,2,2,1
Raúl Jiménez,460,8,6,0,2,8,9,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,8,10,1,5,9,2
Romain Saïss,461,15,1,0,8,7,7,0,0,0,0,0,2,2,1,10,2,7,1,1,0,0,0,0,1,6,2,6,1,0,1,6,8,0,2,0,1,0,1,2,2,1,6,-1,7,2,7,1,2,1
Jonathan Castro Otto,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Léo Bonatini,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leander Dendoncker,464,3,1,0,6,3,2,3,1,2,5,2,2,1,0,0,0,0,2,1,3,2,1,3,2,3,2,3,1,0,9,3,3,2,2,1,2,1,0,1,1,0,0,0,3,1,4,2,1,0
Adama Traoré,465,3,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,5,0,2,3,1,2,3,2,6,6,3,2,0,6,8,6,1,2,8,2,2,1,2,2,2,3,2,1,1,5,3,0,1
Rúben Diogo da Silva Neves,466,1,2,2,2,1,3,3,1,1,1,2,1,2,2,2,2,10,7,1,3,0,7,2,13,3,12,3,1,0,1,3,0,2,2,2,1,1,2,2,2,1,3,1,1,2,8,1,2,2
Oskar Buur,467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Castelo Podence,469,6,5,0,3,3,3,8,1,2,9,2,2,9,2,1,1,0,0,0,3,2,2,0,0,0,0,0,0,0,1,3,2,2,1,2,0,0,0,0,0,1,1,1,3,0,4,1,1,1
Max Kilman,470,0,0,0,9,12,2,6,1,2,1,0,0,0,1,0,2,1,0,0,6,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,2,2,5,1,6,2,1,1,8,1
Rúben Gonçalo Silva Nascimento Vinagre,471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matija Sarkic,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan Gibbs-White,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10,2,2,0,1,0,0,0,0,0,0,0,0,0,0
Pedro Lomba Neto,474,6,2,2,8,3,2,7,2,6,13,2,2,9,2,6,3,5,2,2,2,2,8,3,6,2,6,3,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno André Cavaco Jordao,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Campana,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
